M.;TASTEVUIDE;Sébastien;1995-08-09;15 Allée des Enfants, Villeurbanne;302356352;sebastien.tastevuide@hotmail.com
M.;SEMONNIT;Walid;1993-03-22;2 Rue Flachet, Villeurbanne;287856816;wsemonnit8079@outlook.com
M.;MACHEL;Sébastien;1971-10-25;8 Rue Camille Koechlin, Villeurbanne;418488995;sebastien.machel@laposte.net
M.;BONNOARI;Clément;1994-10-05;20 Allée Marcel Doret, Villeurbanne;271120571;cbonnoari@outlook.com
M.;DU;Nicolas;1990-08-31;17 Place des Maisons Neuves, Villeurbanne;846446806;ndu2574@laposte.net
M.;FONG;Duc Duy;1984-02-10;14 Rue Léon Chomel, Villeurbanne;825694629;duc-duy.fong@free.fr
M.;JAONG;Jose Carlos;1980-03-07;2 Boulevard Laurent Bonnevay, Villeurbanne;443501590;jjaong6675@outlook.com
M.;TIRSEN;Franck;1986-08-25;2 Allée Henri Georges Clouzot, Villeurbanne;608625447;franck.tirsen@free.fr
M.;PETIIT;Florian;1987-02-16;13 Rue du Champ de l'Orme, Villeurbanne;896090724;fpetiit@outlook.com
M.;SEARFICK;Jacques-Olivier;1996-08-14;16 Rue Montgolfier, Villeurbanne;778454199;jacques-olivier.searfick@hotmail.com
M.;JAMBOT;Jonathan;1992-08-02;13 Rue Pierre Louis Bernaix, Villeurbanne;831895356;jonathan.jambot@outlook.com
M.;CII;Tobias;1984-05-09;11 Rue Baudelaire, Villeurbanne;117772484;tcii5932@gmail.com
M.;STINCULOSCU;Lucas;1992-09-07;9 Rue Leo Lagrange, Villeurbanne;128083139;lstinculoscu3325@gmail.com
M.;MCGRAGAR;Zouhair;1983-08-01;4 Rue de l'Amitie, Villeurbanne;483430670;zouhair.mcgragar@laposte.net
M.;DA SALVA;Michaël;1970-04-17;20 Boulevard du 11 Novembre 1918, Villeurbanne;988634459;mdasalva1215@laposte.net
M.;CABALLERE LLANOS;Mustafa;1990-01-27;17 Avenue Salvador Allende, Villeurbanne;892854923;mustafa.caballere-llanos@gmail.com
M.;MIREN;Arthur;1990-02-02;12 Place des Maisons Neuves, Villeurbanne;239479143;arthur.miren@gmail.com
M.;HILLE;Nicolas;1989-08-29;9 Rue Basile, Villeurbanne;854233508;nhille@laposte.net
M.;ANDRADO SELVA;Baptiste;1989-05-03;18 Impasse Brive, Villeurbanne;490902116;bandradoselva@hotmail.com
M.;CROPET;Quentin;1978-04-13;17 Rue Léon Chomel, Villeurbanne;855972835;qcropet@yahoo.com
M.;MOUSTINFII;Aurélien;1989-10-11;14 Rue Émile Decorps, Villeurbanne;858640060;aurelien.moustinfii@free.fr
M.;LA;Reda;1978-10-01;6 Rue de l'Avenir, Villeurbanne;379661587;rla8258@gmail.com
M.;BOCHATENE;Matthieu;1984-07-06;8 Rue Dedieu, Villeurbanne;866886125;mbochatene7051@yahoo.com
M.;FAUCHOT;Josselin;1996-11-05;20 Rue Hector Berlioz, Villeurbanne;544860376;josselin.fauchot@laposte.net
M.;SCHOUBOR;Thomas;1990-11-08;5 Rue de l'Amitie, Villeurbanne;198362519;thomas.schoubor@free.fr
M.;PHEN;Leonardo;1988-04-06;4 Rue Jules Valles, Villeurbanne;472427801;leonardo.phen@hotmail.com
M.;ELTOR;Nicolas;1990-08-31;16 Allée Henri Georges Clouzot, Villeurbanne;637004922;neltor1201@gmail.com
M.;GRANGI-PRADERAS;Johan;1988-01-27;12 Rue Wilhelmine, Villeurbanne;647125934;johan.grangi-praderas@free.fr
M.;DESSO;Mathieu;1987-04-28;19 Rue Andree Brevet, Villeurbanne;828572118;mathieu.desso@laposte.net
M.;SALBANNE;Nicolas;1988-09-19;12 Rue Pierre Joseph Proudhon, Villeurbanne;956161051;nicolas.salbanne@gmail.com
M.;ODAYER;Emmanuel;1988-07-08;15 Rue Charny, Villeurbanne;506058066;emmanuel.odayer@yahoo.com
M.;HILLE;Rémi;1995-08-27;6 Rue des Pres, Villeurbanne;744960042;remi.hille@free.fr
M.;RASSITTO;Aurélien;1988-12-11;14 Rue Abbe A Firmin, Villeurbanne;278693958;arassitto184@laposte.net
M.;REUSSEOU;Samuel;1988-06-12;8 Rue Eugene Manuel, Villeurbanne;639628189;samuel.reusseou@yahoo.com
M.;DURHIM;Guillaume;1993-11-01;18 Rue Gervais Bussiere, Villeurbanne;389867586;guillaume.durhim@hotmail.com
M.;GINZILEZ ZARATE;Hugo;1993-11-12;13 Rue George Sand, Villeurbanne;139530112;hugo.ginzilez-zarate@yahoo.com
M.;FIURE;Vincent;1997-07-03;19 Rue Louis Becker, Villeurbanne;630242722;vfiure@gmail.com
M.;HOLGERT;Thibault;1987-06-10;17 Allée de la Cote, Villeurbanne;577299375;thibault.holgert@outlook.com
M.;CENI;Antoine;1984-03-10;17 Rue Camille Koechlin, Villeurbanne;389459290;aceni6863@gmail.com
M.;CORPINTEERI;Ousema;1995-08-15;16 Rue Alexandre Boutin, Villeurbanne;778800343;ocorpinteeri7712@yahoo.com
M.;PIQUOMAL;Arthur;1988-04-19;12 Rue Louis Ducroize, Villeurbanne;204671230;apiquomal6380@hotmail.com
M.;MECHIN;Pierre-Antoine;1992-10-04;11 Petite Rue de la Viabert, Villeurbanne;447017615;pmechin8510@gmail.com
M.;TEMBORRINO;Théo;1984-09-13;13 Impasse Henri, Villeurbanne;754041806;theo.temborrino@gmail.com
M.;DES SANTOS OLIVAIRA;Tiago;1988-11-28;11 Rue Mozart, Villeurbanne;895750182;tiago.des-santos-olivaira@outlook.com
M.;JOONNOT;Jun Ghai;1995-11-08;16 Rue Monge, Villeurbanne;445881816;jun-ghai.joonnot@hotmail.com
Mme;FOUCERD;Mélodie;1982-11-05;3 Petite Rue de la Viabert, Villeurbanne;958375084;mfoucerd@hotmail.com
M.;JAMBOT;Adrien;1995-11-08;7 Place du Chanoine Boursier, Villeurbanne;720191074;ajambot2611@laposte.net
M.;NOHAL;Jérémy;1997-12-03;3 Rue Colonel Klobb, Villeurbanne;986095276;jnohal6912@gmail.com
M.;LOGAY;Romain;1971-11-03;11 Rue Bernard Lecache, Villeurbanne;171402424;rlogay993@gmail.com
M.;NOUDO;Florent;1995-03-16;6 Rue François Gillet, Villeurbanne;379478524;fnoudo1232@gmail.com
M.;BINDROSS;Alex;1994-03-31;12 Rue Philippe Verzier, Villeurbanne;665135867;alex.bindross@laposte.net
M.;AXBROYAT;Thibault;1984-07-30;15 Rue Charlie Chaplin, Villeurbanne;836975535;thibault.axbroyat@outlook.com
M.;DALHEMME;Clément;1995-06-29;12 Rue Viret, Villeurbanne;744210659;clement.dalhemme@yahoo.com
Mme;DIRIUSSEN;Agnieszka;1992-02-23;4 Rue Henri Legay, Villeurbanne;403990913;agnieszka.diriussen@gmail.com
M.;BROYNOT;Nicolas;1972-03-09;19 Rue Jean Claude Vivant, Villeurbanne;267260504;nbroynot8442@laposte.net
M.;HOBERT;Alexis;1975-09-12;11 Rue Baudelaire, Villeurbanne;793044329;alexis.hobert@outlook.com
M.;SEMENNOT;Jean-Kristian;1991-06-09;17 Avenue du Général Leclerc, Villeurbanne;760890201;jsemennot1115@laposte.net
M.;ESIZA VEGA;Lionel;1994-10-21;14 Rue de la Serenite, Villeurbanne;553444249;lesizavega@hotmail.com
M.;SELBENNE;Arnaud;1995-07-27;12 Rue Bourgchanin, Villeurbanne;199377186;arnaud.selbenne@gmail.com
M.;HIRNOY;Jan;1981-06-21;8 Rue Octavie, Villeurbanne;182410764;jan.hirnoy@laposte.net
M.;DIURILLE;Haoyu;1977-01-16;2 Rue de la Ligne de l'Est, Villeurbanne;893250746;hdiurille1574@laposte.net
M.;BORONGER;Joris;1990-05-12;15 Rue Pierre Loti, Villeurbanne;514133110;joris.boronger@hotmail.com
M.;RANAUX;Yoann;1989-10-11;9 Rue Son Tay, Villeurbanne;212682015;yoann.ranaux@hotmail.com
M.;DO PESQUALI;Alexis;1989-06-05;6 Place du Commandant Rivière, Villeurbanne;743545528;alexis.do-pesquali@free.fr
M.;BROYNET;Pierre-Yves;1996-10-03;8 Rue de Lorraine, Villeurbanne;217520725;pbroynet9267@outlook.com
M.;LO;Stéphane;1989-07-30;19 Rue du Foyer, Villeurbanne;882662597;slo3502@gmail.com
M.;GEORD;Charly;1984-05-14;1 Rue Geoffray, Villeurbanne;645551104;charly.geord@gmail.com
M.;LO;Teodor;1997-03-23;6 Rue Baudin, Villeurbanne;174026707;teodor.lo@outlook.com
M.;DIS SANTOS OLEVIIRA;Julien;1978-11-06;13 Rue Frédéric Passy, Villeurbanne;888362752;julien.dis-santos-oleviira@hotmail.com
M.;KEY;Romain;1992-04-04;17 Allée des Cèdres, Villeurbanne;144833273;romain.key@gmail.com
M.;ROPAULT;Andres Eugenio;1983-05-15;14 Cours André Philip, Villeurbanne;811743691;aropault@yahoo.com
M.;HIRNOY;Kevin;1990-02-19;6 Impasse Alexandre Dumas, Villeurbanne;607436392;kevin.hirnoy@hotmail.com
M.;BASOTELLA;Jérémy;1986-06-07;8 Rue Paul Lafargue, Villeurbanne;255003079;jbasotella9255@outlook.com
Mme;LAFEBVRE;Zakaria;1971-03-31;7 Rue Anatole France, Villeurbanne;489580657;zlafebvre6355@laposte.net
M.;OMOYAL;Xiao;1987-03-17;10 Rue Florian, Villeurbanne;974852217;xomoyal2894@hotmail.com
M.;BAUCHOUEREB;Benoit;1994-06-16;5 Impasse Buyet, Villeurbanne;174434845;bbauchouereb6851@gmail.com
M.;BOTTAL;Alexandru;1984-05-20;7 Rue Alexandre Ribot, Villeurbanne;459899841;alexandru.bottal@hotmail.com
M.;BEUZID;Gaëtan;1972-01-29;3 Rue Mauvert, Villeurbanne;914112906;gbeuzid4218@outlook.com
M.;EL MUFTE;Timothée;1988-07-08;9 Rue Louis Malle, Villeurbanne;211105962;telmufte@laposte.net
M.;BIRRITA MATEAS DANTAS;Walaa;1985-01-27;1 Rue Tranquille, Villeurbanne;410470726;wbirritamateasdantas9178@yahoo.com
Mme;FRINCHAT;Erika;1997-10-17;15 Rue des 2 Frères, Villeurbanne;195111691;efrinchat@yahoo.com
Mme;TSOFACK LOKEUNDJO;Hanae;1973-09-10;11 Avenue Auguste Blanqui, Villeurbanne;704193935;htsofacklokeundjo1462@gmail.com
Mme;POEI;Nathalie;1983-04-29;19 Rue Louise Michel, Villeurbanne;359793452;npoei4475@yahoo.com
M.;PEREORE-REIS;Clément;1995-07-21;7 Rue des 2 Frères, Villeurbanne;440335377;clement.pereore-reis@laposte.net
Mme;BARRAZA PONTE;Elody;1974-04-17;11 Rue Alfred de Musset, Villeurbanne;215207038;elody.barraza-ponte@laposte.net
M.;DIMENGUES;Jérémy;1975-07-19;15 Rue Basile, Villeurbanne;562039765;jeremy.dimengues@free.fr
M.;OUDIER;Victor;1990-04-13;1 Boulevard de la Bataille de Stalingrad, Villeurbanne;938417990;voudier3913@free.fr
M.;MOURAL;Christophe;1971-12-27;4 Rue Louis Goux, Villeurbanne;161517937;cmoural5360@gmail.com
M.;GAUDAN;Thomas;1970-11-23;2 Rue Victor Hugo, Villeurbanne;470897356;thomas.gaudan@laposte.net
M.;KON-SUN-TICK;Maxime;1992-02-23;3 Impasse des Soeurs, Villeurbanne;195130865;maxime.kon-sun-tick@hotmail.com
M.;GRINDOS;Khalil;1983-05-27;20 Rue de Venise, Villeurbanne;874681033;khalil.grindos@hotmail.com
Mme;BLIM;Hanae;1987-04-18;16 Rue Bat Yam, Villeurbanne;193217034;hanae.blim@hotmail.com
M.;DEUVAOR;Romaric;1987-10-31;7 Rue Charles Perrault, Villeurbanne;717730490;rdeuvaor1749@gmail.com
Mme;DUBIURG;Nataly;1971-11-18;6 Rue de la Solidarite, Villeurbanne;756499181;ndubiurg529@free.fr
M.;GOSCHE;Moulay Mamoun;1994-11-23;18 Impasse Édouard Aynard, Villeurbanne;475756550;moulay-mamoun.gosche@yahoo.com
Mme;DREUYOR;Alexandra;1991-11-07;20 Avenue Monin, Villeurbanne;289080871;alexandra.dreuyor@yahoo.com
M.;VOLLANUOVA GINZALEZ;Imane;1992-02-01;10 Rue de la Cloche, Villeurbanne;309122521;ivollanuovaginzalez@outlook.com
Mme;PHON;Anna Christina;1994-09-24;8 Rue Henri Balay, Villeurbanne;634976341;anna-christina.phon@laposte.net
M.;LULÉ;Jonathan;1994-05-08;20 Avenue Aristide Briand, Villeurbanne;435985000;jlule@yahoo.com
M.;MINERD;Florent;1991-08-03;4 Rue Marteret, Villeurbanne;417891894;fminerd5603@hotmail.com
M.;YOMAMATU TANAKA;Bastien;1992-06-13;14 Impasse Édouard Aynard, Villeurbanne;248191581;byomamatutanaka6188@gmail.com
M.;GUYOMERD;Xavier;1985-04-26;15 Rue de Milan, Villeurbanne;459203247;xavier.guyomerd@gmail.com
M.;QUIIRIZ;Vincent;1986-01-12;2 Rue Francis Chirat, Villeurbanne;634243383;vincent.quiiriz@hotmail.com
M.;PIPOLLIA;Charly;1988-03-20;7 Rue Château Gaillard, Villeurbanne;823258200;cpipollia1586@free.fr
M.;HODZHOV;Tiago;1986-08-18;9 Rue Louis Malle, Villeurbanne;284210435;tiago.hodzhov@laposte.net
M.;BUISSAN;Simon;1989-12-16;10 Rue du Maréchal Foch, Villeurbanne;912864635;sbuissan2812@hotmail.com
Mme;ILTAR;Anabel;1981-01-21;11 Rue Michel Servet, Villeurbanne;323467975;ailtar@hotmail.com
Mme;PEUL;Laura;1989-08-23;6 Rue Raspail, Villeurbanne;469371635;lpeul7768@free.fr
Mme;TEUMIE;Irénée;1984-11-05;7 Impasse Édouard Aynard, Villeurbanne;797907379;irenee.teumie@outlook.com
M.;AXBREYAT;Yohann;1970-03-24;2 Impasse des Bienvenus, Villeurbanne;712799215;yohann.axbreyat@free.fr
M.;GANZILIZ OBANDO;Florent;1987-06-29;6 Rue Basile, Villeurbanne;235240411;fganzilizobando6203@gmail.com
M.;BOYLO;Philippe;1983-11-28;10 Place des Passementiers, Villeurbanne;559061517;pboylo2095@outlook.com
M.;TIRDY;Vincent;1979-09-29;12 Rue de Milan, Villeurbanne;226814571;vtirdy2322@gmail.com
M.;CHONI-MENG-HIME;Emmanuel;1980-11-10;2 Rue de la Fraternite, Villeurbanne;557745829;echoni-meng-hime4744@hotmail.com
M.;DAGHMA;Jérémy;1970-01-26;3 Rue Pierre Louis Bernaix, Villeurbanne;836897892;jeremy.daghma@yahoo.com
M.;EULD MOHAMODEN BABA;Jose Luis;1988-07-28;19 Rue Severine, Villeurbanne;817859156;jeuldmohamodenbaba9368@yahoo.com
M.;CERAGOULO;Ricardo Alberto;1979-10-21;9 Rue de la Prevoyance, Villeurbanne;743942902;ricardo-alberto.ceragoulo@hotmail.com
M.;STERRS;Marc;1972-06-12;16 Rue des Acacias, Villeurbanne;484598185;marc.sterrs@free.fr
M.;UGHOTTA;Hubert;1986-03-17;6 Impasse Alexandre Dumas, Villeurbanne;222610835;hughotta621@yahoo.com
M.;MITTO;Thomas;1994-12-12;7 Rue de Lorraine, Villeurbanne;237332504;tmitto@yahoo.com
Mme;JECQUANAT;Yi Quan;1994-04-26;12 Impasse Chatigny, Villeurbanne;826896518;yi-quan.jecquanat@free.fr
M.;IGBANGBE;Octavian;1978-01-11;17 Rue du Caporal Morange, Villeurbanne;184943911;oigbangbe8930@yahoo.com
M.;BAURGAN;Loic;1984-01-26;9 Rue Jean Pierre Bredy, Villeurbanne;250773272;loic.baurgan@hotmail.com
Mme;DIUSSIN;Pekka;1988-10-25;17 Rue Jean Baptiste Durand, Villeurbanne;574679898;pdiussin6592@yahoo.com
Mme;GÖRLETZ;Estelle;1985-12-17;17 Impasse des Iris, Villeurbanne;236715079;estelle.gorletz@yahoo.com
M.;LINGLIIS;Guillaume;1987-10-30;14 Allée du Levant, Villeurbanne;133834354;guillaume.lingliis@outlook.com
Mme;THELOT;Laura;1994-07-25;15 Impasse Édouard Aynard, Villeurbanne;855884060;lthelot4913@outlook.com
Mme;RILLIND;Sannine;1984-07-04;14 Rue de la Somme, Villeurbanne;623643306;srillind9619@yahoo.com
M.;MINNAUNA;Ianic;1984-01-26;14 Rue Charles Montaland, Villeurbanne;294088619;ianic.minnauna@free.fr
M.;GAJON PORADES;Azhar;1995-06-07;15 Rue du Professeur Calmette, Villeurbanne;722262772;agajonporades8267@yahoo.com
Mme;WESTOELS;Valérie;1983-02-03;11 Allée des Cèdres, Villeurbanne;113284183;valerie.westoels@free.fr
M.;IOT-AEUDIA;Théo;1976-08-24;5 Boulevard Eugene Reguillon, Villeurbanne;471228085;tiot-aeudia@yahoo.com
Mme;MANNOT;Rym;1975-08-28;3 Rue du Luizet, Villeurbanne;951539597;rym.mannot@laposte.net
M.;LIGER;Adrien;1997-06-13;14 Rue Lucette Et René Desgrand, Villeurbanne;429087770;aliger1112@free.fr
Mme;OBADII;Gabriela;1978-04-21;2 Cours de la République, Villeurbanne;682437950;gabriela.obadii@outlook.com
M.;FARAONI;Thibaud;1989-07-16;15 Rue Eugene Fourniere, Villeurbanne;586773153;tfaraoni3413@laposte.net
M.;LEU;Guillaume;1977-08-14;19 Allée de l'Enfance, Villeurbanne;107267191;guillaume.leu@free.fr
M.;FEKROT;Romain;1981-05-17;4 Rue Mauvert, Villeurbanne;374447938;rfekrot307@yahoo.com
M.;VARIPINMIDELY;Manuel;1996-05-08;3 Rue de la Fraternite, Villeurbanne;992000467;manuel.varipinmidely@outlook.com
M.;TILBI;Omar Ariosto;1991-09-22;14 Rue Joseph Gillet, Villeurbanne;507123802;omar-ariosto.tilbi@outlook.com
Mme;KINDOL;Daphne;1986-10-25;17 Rue Anatole France, Villeurbanne;709018781;dkindol6014@yahoo.com
M.;MIRGAD;Yann;1993-09-28;13 Rue Jean Novel, Villeurbanne;164484754;ymirgad8656@free.fr
M.;FEUGEROY;Billy;1983-11-28;6 Rue de Verdun, Villeurbanne;723327601;billy.feugeroy@free.fr
Mme;DEUVAAR;Oana-Maria;1996-06-27;14 Rue Yvonne, Villeurbanne;292469319;odeuvaar5057@laposte.net
M.;LOGGOERI;Victor;1977-04-10;9 Rue Delornage, Villeurbanne;531004940;vloggoeri8576@hotmail.com
Mme;CEUDIRT;Mathilde;1988-06-03;19 Avenue Aristide Briand, Villeurbanne;235904157;mceudirt9710@yahoo.com
M.;MADEINI;Loïc;1993-05-30;6 Place du Chanoine Boursier, Villeurbanne;107979988;lmadeini@outlook.com
Mme;LAENERT;Meriem;1986-07-28;7 Avenue Paul Kruger, Villeurbanne;572987395;meriem.laenert@yahoo.com
M.;GILUMBEONU;Philippe;1993-10-01;10 Rue Roger Lenoir, Villeurbanne;945963938;pgilumbeonu8850@laposte.net
M.;BRU MINSERROT;Raphaël;1987-10-02;3 Rue Wilhelmine, Villeurbanne;941781171;rbruminserrot@hotmail.com
M.;IONCU;Nicolas;1991-06-27;9 Rue de la Poudrette, Villeurbanne;333430964;nicolas.ioncu@laposte.net
M.;MAHJAUB;Azhar;1984-07-21;18 Rue du 14 Juillet 1789, Villeurbanne;968185120;azhar.mahjaub@free.fr
Mme;LO;Leila;1988-12-13;12 Rue Louis Mille, Villeurbanne;116722183;llo@gmail.com
M.;PLETTONAN;Vincent;1997-02-20;18 Rue Chambfort, Villeurbanne;948207370;vincent.plettonan@hotmail.com
M.;DUSERT;Arthur;1993-10-14;17 Rue Bat Yam, Villeurbanne;711234591;arthur.dusert@gmail.com
M.;ISTIER;Xavier;1979-10-05;16 Rue Alfred de Musset, Villeurbanne;795839616;xistier@outlook.com
M.;MEURECO;Yannick;1991-09-17;6 Rue des Bienvenus, Villeurbanne;130160677;ymeureco8344@gmail.com
M.;TULIUP;Benjamin;1991-12-03;10 Rue Raoul Durand, Villeurbanne;643326945;benjamin.tuliup@yahoo.com
M.;LABROET;Raphael;1979-10-19;4 Rue de la Prevoyance, Villeurbanne;676270835;raphael.labroet@outlook.com
M.;ROABROECK;Moez;1990-01-27;6 Rue Leo Lagrange, Villeurbanne;139407863;mroabroeck@outlook.com
M.;MORY;Julien;1982-10-17;9 Impasse Bayet, Villeurbanne;884376708;julien.mory@free.fr
Mme;SILL;Claire;1986-12-23;6 Rue du Tonkin, Villeurbanne;907039885;csill6978@free.fr
M.;HIUSTANT;Damien;1977-11-10;18 Rue d'Inkermann, Villeurbanne;972492652;damien.hiustant@gmail.com
M.;HUMBART-LABEAUMAZ;Guillaume;1978-09-04;6 Rue Jules Guesde, Villeurbanne;345874864;guillaume.humbart-labeaumaz@gmail.com
M.;GARCEA CARDENAS;Maxime;1996-10-17;2 Rue de l'Égalité, Villeurbanne;653324782;mgarceacardenas@laposte.net
M.;CROPAN;Maxime;1972-11-15;15 Rue Charles Robin, Villeurbanne;550577190;maxime.cropan@hotmail.com
M.;TEMBERRENO;Guillaume;1985-08-28;3 Rue Clement Michut, Villeurbanne;179757121;guillaume.temberreno@hotmail.com
M.;EAN;Martin;1973-06-10;5 Rue Roger Lenoir, Villeurbanne;127352400;martin.ean@yahoo.com
M.;LIPOZ;Khalid;1992-10-07;13 Rue Valentin Hauy, Villeurbanne;280983433;klipoz@outlook.com
M.;MAUSTANFII;Yibin;1977-03-23;11 Rue Yvonne, Villeurbanne;589278224;ymaustanfii102@yahoo.com
M.;LOGER;Thibaud;1986-05-02;4 Rue Georges Picot, Villeurbanne;363281614;tloger5948@hotmail.com
M.;EAN;Fabrice;1986-08-28;1 Rue Paul Cambon, Villeurbanne;790721529;fean8923@laposte.net
M.;BENYEUB;Sébastien;1976-08-08;2 Rue Max Linder, Villeurbanne;272135324;sbenyeub1064@hotmail.com
M.;ERNAULT;Emmanuel;1988-06-20;12 Rue des Acacias, Villeurbanne;164221638;eernault6849@laposte.net
M.;CUCCHE;Vincent;1981-09-22;16 Rue Lancon, Villeurbanne;232615089;vcucche@gmail.com
M.;RAHR;Jeroen;1979-04-11;6 Rue Clement Michut, Villeurbanne;863895337;jeroen.rahr@hotmail.com
Mme;MAUTO;Paula;1983-11-21;2 Rue Camille Koechlin, Villeurbanne;559908490;pmauto@outlook.com
M.;RACHERD;Jean-François;1975-09-19;16 Rue de la Prevoyance, Villeurbanne;594784050;jean-francois.racherd@laposte.net
M.;JACQUET;Maxime;1985-07-15;8 Rue de la Marne, Villeurbanne;893457540;mjacquet9043@hotmail.com
M.;SODRY;Julien;1997-02-12;12 Rue du Pont des Planches, Villeurbanne;830575560;jsodry5001@yahoo.com
M.;GOEGER;Bastien;1995-04-27;10 Rue de Venise, Villeurbanne;299119445;bastien.goeger@yahoo.com
M.;GIYEL;Radu;1996-12-22;13 Rue Yvonne Chanu, Villeurbanne;918737630;radu.giyel@hotmail.com
M.;PREITO;Thomas;1985-08-21;17 Petite Rue de la Viabert, Villeurbanne;123247653;tpreito@hotmail.com
M.;VA;Loic;1983-02-28;8 Rue John Ford, Villeurbanne;601957149;lva8876@outlook.com
M.;NOW;Philipp;1996-09-29;16 Rue de la Ligne de l'Est, Villeurbanne;705883594;philipp.now@yahoo.com
M.;MARTENAT;Simon;1991-03-29;8 Avenue Antoine de Saint Exupery, Villeurbanne;267232092;simon.martenat@yahoo.com
M.;KOLLER ROCHTER;Pierre;1996-09-02;14 Rue Armand, Villeurbanne;803906745;pierre.koller-rochter@outlook.com
Mme;YENG;Karen;1994-01-28;1 Impasse Amblard, Villeurbanne;599335457;kyeng217@free.fr
M.;EL MONSEURI;Mathieu;1978-01-11;13 Rue du Progres, Villeurbanne;783759634;melmonseuri2274@hotmail.com
M.;TIEXEIRE DA CUNHA JUNIOR;Loïc;1996-10-06;6 Rue de la Ligne de l'Est, Villeurbanne;937347654;loic.tiexeire-da-cunha-junior@yahoo.com
M.;MAREAN;Antoine;1989-11-18;20 Rue Joseph Gillet, Villeurbanne;974290146;amarean6594@laposte.net
M.;DI SOUZE ALMEIDA;Pierre-François;1990-06-04;17 Rue de la Baisse, Villeurbanne;655422589;pierre-francois.di-souze-almeida@outlook.com
M.;SIPAN;Charlie;1984-07-29;4 Rue du Vert Buisson, Villeurbanne;842610838;charlie.sipan@gmail.com
M.;ZOHLOKE;Sébastien;1980-08-27;20 Rue Alexandre Dumas, Villeurbanne;404173890;szohloke7536@outlook.com
Mme;JOEN;Flavie;1996-09-29;8 Rue des Bluets, Villeurbanne;244943919;fjoen6987@laposte.net
M.;MEOSANNEUVE;Jérémy;1976-08-12;20 Rue du Roulet, Villeurbanne;552704104;jmeosanneuve1356@gmail.com
M.;DAL CESTELLO IGAREDA;Mathieu;1975-10-08;3 Rue Michel Servet, Villeurbanne;962152316;mdalcestelloigareda2260@outlook.com
M.;GROMILDI;Nicolas;1987-10-07;3 Impasse Bayet, Villeurbanne;125230149;ngromildi7815@gmail.com
M.;SANIPAYAN;Azhar;1973-02-21;14 Allée de l'Enfance, Villeurbanne;106606684;asanipayan@outlook.com
Mme;PAGUIT-LICROIX;Cynthia;1988-01-03;19 Rue de la Poste, Villeurbanne;905296877;cynthia.paguit-licroix@outlook.com
M.;DUFFY-CEASSIRD;Luc;1993-02-14;9 Rue Léon Fabre, Villeurbanne;605562481;luc.duffy-ceassird@free.fr
M.;SAMONNAT;Tristan;1993-01-07;15 Rue John Ford, Villeurbanne;666811142;tristan.samonnat@outlook.com
M.;HAU;Rémi;1991-09-22;14 Rue de France, Villeurbanne;495941741;rhau@laposte.net
M.;BAURJODI;Kevin;1980-02-29;16 Rue de la Cooperative, Villeurbanne;375679275;kevin.baurjodi@laposte.net
M.;DURENTAN;Xiao;1984-02-16;11 Rue Decomberousse, Villeurbanne;607907192;xdurentan2246@gmail.com
M.;PADRILA;Benoît;1983-10-06;1 Rue Jean Pierre Bredy, Villeurbanne;804508984;bpadrila6269@hotmail.com
M.;KLAINPETER;Juha;1987-10-28;17 Rue Victor Basch, Villeurbanne;232024236;jklainpeter8163@outlook.com
M.;HOLLE;Rémi;1984-12-06;8 Rue Marcel Doret, Villeurbanne;143626255;remi.holle@gmail.com
M.;JILY;Nicolas;1988-02-25;7 Avenue Gaston Berger, Villeurbanne;525715704;njily331@free.fr
M.;BORDY;Monica;1988-04-18;18 Rue Alexandre Boutin, Villeurbanne;617632165;mbordy9892@yahoo.com
M.;SOUABE;Pablo;1978-12-26;14 Avenue Ampère, Villeurbanne;830490677;pablo.souabe@outlook.com
M.;ORMAJO BIDON;Lionel;1983-12-25;8 Rue Denis Papin, Villeurbanne;700303977;lormajobidon1645@gmail.com
Mme;AOT EUASSARAH;Hanae;1988-05-13;17 Impasse Richard, Villeurbanne;752160266;hanae.aot-euassarah@free.fr
M.;EL MOAREUFO;César;1981-12-22;11 Rue Louis Teillon, Villeurbanne;868655892;cesar.el-moareufo@yahoo.com
M.;SOLOSSE;Vincent;1974-12-26;3 Place des Passementiers, Villeurbanne;630781615;vincent.solosse@gmail.com
M.;PHEN;Cédric;1996-01-21;4 Rue Édouard Aynard, Villeurbanne;763590852;cedric.phen@laposte.net
M.;RENDREAMANEHISOA;Stanislas;1984-04-23;15 Rue Bonnet, Villeurbanne;826483044;stanislas.rendreamanehisoa@free.fr
M.;MONNIT;Radu;1984-02-03;13 Rue Eugene Fourniere, Villeurbanne;649595680;rmonnit@gmail.com
M.;CHATALON;Xavier;1985-03-27;4 Rue Léon Piat, Villeurbanne;342160134;xavier.chatalon@yahoo.com
M.;SANAPAYIN;Etienne;1993-05-10;5 Rue d'Hanoi, Villeurbanne;821168510;esanapayin4259@free.fr
M.;CEURLOT;Florian;1993-12-13;13 Rue Pelisson, Villeurbanne;948039309;florian.ceurlot@hotmail.com
M.;PROOTE;Thiébaud;1979-03-02;2 Rue des Bluets, Villeurbanne;847090862;thiebaud.proote@free.fr
M.;WETTERWOLD;Maxime;1985-04-01;14 Rue Billon, Villeurbanne;941736551;maxime.wetterwold@hotmail.com
Mme;SELESSE;Heidi;1984-05-09;8 Rue Pierre Larousse, Villeurbanne;541093309;heidi.selesse@laposte.net
